layer,module,loss,samples,damp,time
28,self_attn.q_proj,0.00159657,0.01000,3.779
28,self_attn.o_proj,0.00000340,0.01000,3.594
28,mlp.up_proj,0.00796964,0.01000,3.765
28,mlp.gate_proj,0.00999494,0.01000,3.789
28,mlp.down_proj,0.01012259,0.01250,174.902
29,self_attn.k_proj,0.00050662,0.01000,3.568
29,self_attn.v_proj,0.00099606,0.01000,3.837
29,self_attn.q_proj,0.00177666,0.01000,3.865
29,self_attn.o_proj,0.00000765,0.01000,3.588
29,mlp.up_proj,0.00838777,0.01000,3.828
29,mlp.gate_proj,0.01011440,0.01000,3.840
29,mlp.down_proj,0.00789751,0.01250,174.080
30,self_attn.k_proj,0.00045464,0.01000,3.525
30,self_attn.v_proj,0.00093320,0.01000,3.670
30,self_attn.q_proj,0.00168446,0.01000,3.718
30,self_attn.o_proj,0.00000570,0.01000,3.620
30,mlp.up_proj,0.00922195,0.01000,3.917
30,mlp.gate_proj,0.01106719,0.01000,3.899
30,mlp.down_proj,0.00519287,0.01250,174.889
31,self_attn.k_proj,0.00044235,0.01000,3.518
31,self_attn.v_proj,0.00094785,0.01000,3.677
31,self_attn.q_proj,0.00161303,0.01000,3.765
31,self_attn.o_proj,0.00001273,0.01000,3.571
31,mlp.up_proj,0.00889188,0.01000,4.001
31,mlp.gate_proj,0.01112630,0.01000,3.895
31,mlp.down_proj,0.00101748,0.01000,95.698
